"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-156580","Phase II - Conjugation of compounds","7/349","109/11146",0.0642201834862385,2.05099760784417,1.98239710329799,0.0549144699475037,0.305890758379454,0.267346761586531,"54988/10249/2949/6799/7365/10720/54490",7
"R-HSA-400042","Adrenaline,noradrenaline inhibits insulin secretion","3/349","28/11146",0.107142857142857,3.42181743757675,2.30679117829758,0.0559662165221842,0.309332654110987,0.270354958638377,"111/783/94235",3
"R-HSA-425393","Transport of inorganic cations/anions and amino acids/oligopeptides","7/349","110/11146",0.0636363636363636,2.03235217504558,1.95622846042344,0.0571502518158345,0.313447150343769,0.27395100465566,"6557/6564/8671/159963/160728/55117/56301",7
"R-HSA-140342","Apoptosis induced DNA fragmentation","2/349","13/11146",0.153846153846154,4.91337888472559,2.53815808660106,0.0607313875856984,0.319954428397431,0.279638328207395,"3007/3008",2
"R-HSA-193775","Synthesis of bile acids and bile salts via 24-hydroxycholesterol","2/349","13/11146",0.153846153846154,4.91337888472559,2.53815808660106,0.0607313875856984,0.319954428397431,0.279638328207395,"1645/6718",2
"R-HSA-2168880","Scavenging of heme from plasma","2/349","13/11146",0.153846153846154,4.91337888472559,2.53815808660106,0.0607313875856984,0.319954428397431,0.279638328207395,"3040/3043",2
"R-HSA-432047","Passive transport by Aquaporins","2/349","13/11146",0.153846153846154,4.91337888472559,2.53815808660106,0.0607313875856984,0.319954428397431,0.279638328207395,"362/364",2
"R-HSA-420029","Tight junction interactions","3/349","29/11146",0.103448275862069,3.30382373283272,2.23334410773058,0.0610291756831004,0.319954428397431,0.279638328207395,"9071/9074/9080",3
"R-HSA-5683826","Surfactant metabolism","3/349","29/11146",0.103448275862069,3.30382373283272,2.23334410773058,0.0610291756831004,0.319954428397431,0.279638328207395,"1755/653509/6439",3
"R-HSA-418597","G alpha (z) signalling events","4/349","48/11146",0.0833333333333333,2.66141356255969,2.07384936994342,0.0625950420245078,0.322386596015354,0.28176402870169,"107/111/346562/94235",4
"R-HSA-9707616","Heme signaling","4/349","48/11146",0.0833333333333333,2.66141356255969,2.07384936994342,0.0625950420245078,0.322386596015354,0.28176402870169,"338/3040/3043/10891",4
"R-HSA-1236974","ER-Phagosome pathway","6/349","90/11146",0.0666666666666667,2.12913085004776,1.93360478549505,0.0628495607940172,0.322386596015354,0.28176402870169,"948/2243/2244/2266/6279/6280",6
"R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","7/349","113/11146",0.0619469026548673,1.97839592261075,1.87935249993755,0.0641924358630805,0.324604303336003,0.283702292130972,"948/2243/2244/2266/6279/6280/6288",7
"R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","7/349","113/11146",0.0619469026548673,1.97839592261075,1.87935249993755,0.0641924358630805,0.324604303336003,0.283702292130972,"948/2243/2244/2266/6279/6280/6288",7
"R-HSA-211000","Gene Silencing by RNA","8/349","137/11146",0.0583941605839416,1.86493213142869,1.83134251585759,0.0659447349139878,0.328266781724741,0.286903277155159,"8354/8359/8366/8364/84944/56165/91646/122402",8
"R-HSA-9843743","Transcriptional regulation of brown and beige adipocyte differentiation","3/349","30/11146",0.1,3.19369627507163,2.16303753270791,0.0662979194507191,0.328266781724741,0.286903277155159,"1149/5468/10891",3
"R-HSA-9844594","Transcriptional regulation of brown and beige adipocyte differentiation by EBF2","3/349","30/11146",0.1,3.19369627507163,2.16303753270791,0.0662979194507191,0.328266781724741,0.286903277155159,"1149/5468/10891",3
"R-HSA-111885","Opioid Signalling","6/349","92/11146",0.0652173913043478,2.08284539678585,1.87500244085393,0.0684288542652193,0.330001107880885,0.288419068229843,"107/111/346562/94235/5443/5567",6
"R-HSA-193807","Synthesis of bile acids and bile salts via 27-hydroxycholesterol","2/349","14/11146",0.142857142857143,4.56242325010233,2.3978617210361,0.0694251980114064,0.330001107880885,0.288419068229843,"1645/6718",2
"R-HSA-2453864","Retinoid cycle disease events","2/349","14/11146",0.142857142857143,4.56242325010233,2.3978617210361,0.0694251980114064,0.330001107880885,0.288419068229843,"5950/5959",2
"R-HSA-2474795","Diseases associated with visual transduction","2/349","14/11146",0.142857142857143,4.56242325010233,2.3978617210361,0.0694251980114064,0.330001107880885,0.288419068229843,"5950/5959",2
"R-HSA-442720","CREB1 phosphorylation through the activation of Adenylate Cyclase","2/349","14/11146",0.142857142857143,4.56242325010233,2.3978617210361,0.0694251980114064,0.330001107880885,0.288419068229843,"107/5567",2
"R-HSA-9675143","Diseases of the neuronal system","2/349","14/11146",0.142857142857143,4.56242325010233,2.3978617210361,0.0694251980114064,0.330001107880885,0.288419068229843,"5950/5959",2
"R-HSA-3214842","HDMs demethylate histones","4/349","50/11146",0.08,2.55495702005731,1.98116828329658,0.0706399295519991,0.333551455434274,0.291522051549554,"8354/8359/8366/8364",4
"R-HSA-442755","Activation of NMDA receptors and postsynaptic events","6/349","93/11146",0.0645161290322581,2.06044920972363,1.8462583022484,0.0713230094282404,0.334444959731147,0.292302969160462,"107/2890/5567/53632/5923/113457",6
"R-HSA-2022928","HS-GAG biosynthesis","3/349","31/11146",0.0967741935483871,3.09067381458545,2.09562510432672,0.07176729149911,0.334444959731147,0.292302969160462,"222537/266722/64579",3
"R-HSA-5625740","RHO GTPases activate PKNs","6/349","94/11146",0.0638297872340425,2.03852953727977,1.81787300655176,0.0742866899664569,0.342089175506034,0.298983969734365,"8354/8359/8366/8364/3817/354",6
"R-HSA-1989781","PPARA activates gene expression","7/349","117/11146",0.0598290598290598,1.91075845517106,1.7804479153618,0.0743672120665292,0.342089175506034,0.298983969734365,"183/27063/336/948/50486/5468/10891",7
"R-HSA-373080","Class B/2 (Secretin family receptors)","6/349","95/11146",0.0631578947368421,2.01707133162419,1.7898375919946,0.0773197239580406,0.353390789628737,0.308861515405938,"1393/2740/9340/94235/10268/6344",6
"R-HSA-181431","Acetylcholine binding and downstream events","2/349","15/11146",0.133333333333333,4.25826170009551,2.27020826681045,0.078495918845161,0.354225254029113,0.309590832487244,"55584/1146",2
"R-HSA-622327","Postsynaptic nicotinic acetylcholine receptors","2/349","15/11146",0.133333333333333,4.25826170009551,2.27020826681045,0.078495918845161,0.354225254029113,0.309590832487244,"55584/1146",2
"R-HSA-400206","Regulation of lipid metabolism by PPARalpha","7/349","119/11146",0.0588235294117647,1.8786448676892,1.73244465399137,0.0797915528875127,0.357807403828909,0.312721610787207,"183/27063/336/948/50486/5468/10891",7
"R-HSA-2559584","Formation of Senescence-Associated Heterochromatin Foci (SAHF)","2/349","16/11146",0.125,3.99212034383954,2.15324112240634,0.0879115778288754,0.388294444685344,0.33936710895951,"3007/3008",2
"R-HSA-70221","Glycogen breakdown (glycogenolysis)","2/349","16/11146",0.125,3.99212034383954,2.15324112240634,0.0879115778288754,0.388294444685344,0.33936710895951,"8908/5837",2
"R-HSA-9662361","Sensory processing of sound by outer hair cells of the cochlea","4/349","54/11146",0.0740740740740741,2.36570094449751,1.8086259527183,0.0882239832244401,0.388294444685344,0.33936710895951,"491/55584/4647/129446",4
"R-HSA-5579029","Metabolic disorders of biological oxidation enzymes","3/349","34/11146",0.0882352941176471,2.81796730153379,1.90866895202788,0.0893237308265633,0.390722822572636,0.341489497251052,"1591/2328/4128",3
"R-HSA-5668914","Diseases of metabolism","12/349","250/11146",0.048,1.53297421203438,1.53230017944864,0.0940696015598877,0.408973328732926,0.357440334553617,"1591/2328/8908/4128/283463/4583/4588/118430/1463/5443/653509/6439",12
"R-HSA-3214858","RMTs methylate histone arginines","5/349","78/11146",0.0641025641025641,2.047241201969,1.6686322990239,0.097319417982105,0.412336438783702,0.360379673374107,"51412/8354/8359/8366/8364",5
"R-HSA-1502540","Signaling by Activin","2/349","17/11146",0.117647058823529,3.75728973537839,2.04540820028026,0.0976418252870502,0.412336438783702,0.360379673374107,"130399/3623",2
"R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","2/349","17/11146",0.117647058823529,3.75728973537839,2.04540820028026,0.0976418252870502,0.412336438783702,0.360379673374107,"183/1360",2
"R-HSA-9834899","Specification of the neural plate border","2/349","17/11146",0.117647058823529,3.75728973537839,2.04540820028026,0.0976418252870502,0.412336438783702,0.360379673374107,"1749/5081",2
"R-HSA-112040","G-protein mediated events","4/349","56/11146",0.0714285714285714,2.28121162505117,1.72802614955113,0.0977347239192785,0.412336438783702,0.360379673374107,"107/111/346562/5567",4
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","5/349","79/11146",0.0632911392405063,2.02132675637445,1.63781369942417,0.101387069421076,0.417661822878425,0.365034028410759,"3007/3008/8359/8366/8364",5
"R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection","5/349","79/11146",0.0632911392405063,2.02132675637445,1.63781369942417,0.101387069421076,0.417661822878425,0.365034028410759,"107/111/346562/94235/5567",5
"R-HSA-9664433","Leishmania parasite growth and survival","5/349","79/11146",0.0632911392405063,2.02132675637445,1.63781369942417,0.101387069421076,0.417661822878425,0.365034028410759,"107/111/346562/94235/5567",5
"R-HSA-190861","Gap junction assembly","3/349","36/11146",0.0833333333333333,2.66141356255969,1.79503603557917,0.101925886649153,0.417661822878425,0.365034028410759,"10804/375519/113457",3
"R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","3/349","36/11146",0.0833333333333333,2.66141356255969,1.79503603557917,0.101925886649153,0.417661822878425,0.365034028410759,"2243/2244/2266",3
"R-HSA-1638091","Heparan sulfate/heparin (HS-GAG) metabolism","4/349","57/11146",0.0701754385964912,2.24119036847132,1.6890045990896,0.102662563471821,0.418276615745191,0.365571353836499,"222537/266722/1463/64579",4
"R-HSA-9037629","Lewis blood group biosynthesis","2/349","18/11146",0.111111111111111,3.54855141674626,1.94545994302218,0.10765786433817,0.432092970253835,0.377646768126184,"8707/124872",2
"R-HSA-1236394","Signaling by ERBB4","4/349","58/11146",0.0689655172413793,2.20254915522182,1.65078846257495,0.107702339901405,0.432092970253835,0.377646768126184,"1447/2562/2567/55879",4
"R-HSA-111933","Calmodulin induced events","3/349","37/11146",0.0810810810810811,2.5894834662743,1.74108748023444,0.10847775831057,0.432092970253835,0.377646768126184,"107/111/5567",3
"R-HSA-111997","CaM pathway","3/349","37/11146",0.0810810810810811,2.5894834662743,1.74108748023444,0.10847775831057,0.432092970253835,0.377646768126184,"107/111/5567",3
"R-HSA-1236975","Antigen processing-Cross presentation","6/349","105/11146",0.0571428571428571,1.82496930004093,1.52696622519328,0.111392870812133,0.441239538272503,0.385640815911009,"948/2243/2244/2266/6279/6280",6
"R-HSA-6798695","Neutrophil degranulation","20/349","479/11146",0.0417536534446764,1.33348487476895,1.34129390036206,0.116218302101543,0.457810217670718,0.400123494295512,"26/51806/948/1675/1116/10321/1828/2215/3043/3848/10562/5004/5005/8993/56729/6278/6279/6280/6317/6616",20
"R-HSA-111996","Ca-dependent events","3/349","39/11146",0.0769230769230769,2.4566894423628,1.63833266160756,0.122051007785868,0.475532068586469,0.415612289958204,"107/111/5567",3
"R-HSA-76009","Platelet Aggregation (Plug Formation)","3/349","39/11146",0.0769230769230769,2.4566894423628,1.63833266160756,0.122051007785868,0.475532068586469,0.415612289958204,"2243/2244/2266",3
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","6/349","108/11146",0.0555555555555556,1.77427570837313,1.45366226286999,0.122896961763348,0.476164726234662,0.416165229100052,"948/3929/4128/4312/5443/6288",6
"R-HSA-76002","Platelet activation, signaling and aggregation","12/349","263/11146",0.0456273764258555,1.45719982132546,1.3489964626428,0.123549052389078,0.476164726234662,0.416165229100052,"948/1675/7123/2243/2244/2266/346562/94235/5004/5005/29106/7018",12
"R-HSA-216083","Integrin cell surface interactions","5/349","85/11146",0.0588235294117647,1.8786448676892,1.46193088940451,0.127511037822399,0.484312137258589,0.423286019424352,"1297/2243/2244/2266/7448",5
"R-HSA-73728","RNA Polymerase I Promoter Opening","4/349","62/11146",0.0645161290322581,2.06044920972363,1.50535405990038,0.128931419697842,0.484312137258589,0.423286019424352,"8354/8359/8366/8364",4
"R-HSA-5674135","MAP2K and MAPK activation","3/349","40/11146",0.075,2.39527220630372,1.58931983502954,0.12905933531435,0.484312137258589,0.423286019424352,"2243/2244/2266",3
"R-HSA-8853659","RET signaling","3/349","40/11146",0.075,2.39527220630372,1.58931983502954,0.12905933531435,0.484312137258589,0.423286019424352,"2668/2676/5567",3
"R-HSA-9664323","FCGR3A-mediated IL10 synthesis","3/349","40/11146",0.075,2.39527220630372,1.58931983502954,0.12905933531435,0.484312137258589,0.423286019424352,"107/111/5567",3
"R-HSA-977225","Amyloid fiber formation","6/349","110/11146",0.0545454545454545,1.74201615003907,1.40606388584029,0.130878656250467,0.488567968097294,0.427005591073445,"2243/8354/8359/8366/8364/6288",6
"R-HSA-375165","NCAM signaling for neurite out-growth","4/349","63/11146",0.0634920634920635,2.02774366671215,1.47071193406393,0.134493121299832,0.499445809826982,0.436512762113491,"783/1297/2668/1463",4
"R-HSA-5173105","O-linked glycosylation","6/349","112/11146",0.0535714285714286,1.71090871878837,1.35943222734317,0.139102558839987,0.511429258599733,0.446986227343385,"64409/11227/283463/4583/4588/118430",6
"R-HSA-9830674","Formation of the ureteric bud","2/349","21/11146",0.0952380952380952,3.04161550006822,1.68358400474024,0.139154665032746,0.511429258599733,0.446986227343385,"2668/3207",2
"R-HSA-5334118","DNA methylation","4/349","64/11146",0.0625,1.99606017191977,1.43670528120538,0.140151122688651,0.512450002446197,0.447878351588025,"8354/8359/8366/8364",4
"R-HSA-9821993","Replacement of protamines by nucleosomes in the male pronucleus","3/349","42/11146",0.0714285714285714,2.28121162505117,1.49557083841992,0.143486466279172,0.521968624780864,0.456197572702844,"8359/8366/8364",3
"R-HSA-1474228","Degradation of the extracellular matrix","7/349","140/11146",0.05,1.59684813753582,1.27765707968815,0.149861427019922,0.531719265699374,0.464719576724041,"84290/1302/1297/3817/4312/4321/9313",7
"R-HSA-392170","ADP signalling through P2Y purinoceptor 12","2/349","22/11146",0.0909090909090909,2.90336025006512,1.60658254707316,0.150054666596925,0.531719265699374,0.464719576724041,"346562/94235",2
"R-HSA-8935690","Digestion","2/349","22/11146",0.0909090909090909,2.90336025006512,1.60658254707316,0.150054666596925,0.531719265699374,0.464719576724041,"8513/119548",2
"R-HSA-9033658","Blood group systems biosynthesis","2/349","22/11146",0.0909090909090909,2.90336025006512,1.60658254707316,0.150054666596925,0.531719265699374,0.464719576724041,"8707/124872",2
"R-HSA-1489509","DAG and IP3 signaling","3/349","43/11146",0.0697674418604651,2.22816019191044,1.45067549070335,0.150892051212784,0.531719265699374,0.464719576724041,"107/111/5567",3
"R-HSA-9656223","Signaling by RAF1 mutants","3/349","43/11146",0.0697674418604651,2.22816019191044,1.45067549070335,0.150892051212784,0.531719265699374,0.464719576724041,"2243/2244/2266",3
"R-HSA-1474290","Collagen formation","5/349","90/11146",0.0555555555555556,1.77427570837313,1.32592534774826,0.151387112113567,0.531719265699374,0.464719576724041,"1302/57642/1297/9313/26577",5
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","4/349","67/11146",0.0597014925373134,1.90668434332635,1.33827213623921,0.157674251192609,0.545658033125596,0.476901979198868,"1302/57642/1297/26577",4
"R-HSA-427359","SIRT1 negatively regulates rRNA expression","4/349","67/11146",0.0597014925373134,1.90668434332635,1.33827213623921,0.157674251192609,0.545658033125596,0.476901979198868,"8354/8359/8366/8364",4
"R-HSA-194068","Bile acid and bile salt metabolism","3/349","44/11146",0.0681818181818182,2.17752018754884,1.4070038552079,0.158416848326786,0.545658033125596,0.476901979198868,"1645/6718/2172",3
"R-HSA-8948216","Collagen chain trimerization","3/349","44/11146",0.0681818181818182,2.17752018754884,1.4070038552079,0.158416848326786,0.545658033125596,0.476901979198868,"1302/57642/1297",3
"R-HSA-193368","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","2/349","23/11146",0.0869565217391304,2.77712719571446,1.53381387324323,0.161117512142623,0.549649694534404,0.480390668287248,"1645/6718",2
"R-HSA-5620922","BBSome-mediated cargo-targeting to cilium","2/349","23/11146",0.0869565217391304,2.77712719571446,1.53381387324323,0.161117512142623,0.549649694534404,0.480390668287248,"2847/6753",2
"R-HSA-68616","Assembly of the ORC complex at the origin of replication","4/349","68/11146",0.0588235294117647,1.8786448676892,1.30658705690294,0.163688546421022,0.555761588562803,0.485732428477419,"8354/8359/8366/8364",4
"R-HSA-3214841","PKMTs methylate histone lysines","4/349","69/11146",0.0579710144927536,1.85141813047631,1.27543273912464,0.169784477770316,0.566202182905907,0.494857447819144,"8354/8359/8366/8364",4
"R-HSA-3906995","Diseases associated with O-glycosylation of proteins","4/349","69/11146",0.0579710144927536,1.85141813047631,1.27543273912464,0.169784477770316,0.566202182905907,0.494857447819144,"283463/4583/4588/118430",4
"R-HSA-202040","G-protein activation","2/349","24/11146",0.0833333333333333,2.66141356255969,1.46484990113859,0.172322403493102,0.566202182905907,0.494857447819144,"94235/5443",2
"R-HSA-210500","Glutamate Neurotransmitter Release Cycle","2/349","24/11146",0.0833333333333333,2.66141356255969,1.46484990113859,0.172322403493102,0.566202182905907,0.494857447819144,"8499/6616",2
"R-HSA-449836","Other interleukin signaling","2/349","24/11146",0.0833333333333333,2.66141356255969,1.46484990113859,0.172322403493102,0.566202182905907,0.494857447819144,"1440/6616",2
"R-HSA-452723","Transcriptional regulation of pluripotent stem cells","2/349","24/11146",0.0833333333333333,2.66141356255969,1.46484990113859,0.172322403493102,0.566202182905907,0.494857447819144,"55211/79727",2
"R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","2/349","24/11146",0.0833333333333333,2.66141356255969,1.46484990113859,0.172322403493102,0.566202182905907,0.494857447819144,"6279/6280",2
"R-HSA-9821002","Chromatin modifications during the maternal to zygotic transition (MZT)","4/349","70/11146",0.0571428571428571,1.82496930004093,1.2447912673397,0.175959005294729,0.572871099429872,0.500686042463253,"8354/8359/8366/8364",4
"R-HSA-9843970","Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex","4/349","70/11146",0.0571428571428571,1.82496930004093,1.2447912673397,0.175959005294729,0.572871099429872,0.500686042463253,"8354/8359/8366/8364",4
"R-HSA-190828","Gap junction trafficking","3/349","47/11146",0.0638297872340425,2.03852953727977,1.28270579111571,0.181641020212505,0.576837976874385,0.504153070509539,"10804/375519/113457",3
"R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","3/349","47/11146",0.0638297872340425,2.03852953727977,1.28270579111571,0.181641020212505,0.576837976874385,0.504153070509539,"2243/2244/2266",3
"R-HSA-6802949","Signaling by RAS mutants","3/349","47/11146",0.0638297872340425,2.03852953727977,1.28270579111571,0.181641020212505,0.576837976874385,0.504153070509539,"2243/2244/2266",3
"R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","3/349","47/11146",0.0638297872340425,2.03852953727977,1.28270579111571,0.181641020212505,0.576837976874385,0.504153070509539,"2243/2244/2266",3
"R-HSA-9649948","Signaling downstream of RAS mutants","3/349","47/11146",0.0638297872340425,2.03852953727977,1.28270579111571,0.181641020212505,0.576837976874385,0.504153070509539,"2243/2244/2266",3
"R-HSA-210991","Basigin interactions","2/349","25/11146",0.08,2.55495702005731,1.39932203354771,0.183649678471929,0.576837976874385,0.504153070509539,"4312/56301",2
"R-HSA-264876","Insulin processing","2/349","25/11146",0.08,2.55495702005731,1.39932203354771,0.183649678471929,0.576837976874385,0.504153070509539,"3798/5122",2
"R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription","2/349","25/11146",0.08,2.55495702005731,1.39932203354771,0.183649678471929,0.576837976874385,0.504153070509539,"2173/171558",2
"R-HSA-212300","PRC2 methylates histones and DNA","4/349","72/11146",0.0555555555555556,1.77427570837313,1.18497945869424,0.188531577381886,0.587000064075479,0.513034676212717,"8354/8359/8366/8364",4
"R-HSA-9710421","Defective pyroptosis","4/349","72/11146",0.0555555555555556,1.77427570837313,1.18497945869424,0.188531577381886,0.587000064075479,0.513034676212717,"8354/8359/8366/8364",4
"R-HSA-2299718","Condensation of Prophase Chromosomes","4/349","73/11146",0.0547945205479452,1.74997056168309,1.15577739410211,0.194923444988328,0.602132390610224,0.526260242476198,"8354/8359/8366/8364",4
"R-HSA-5223345","Miscellaneous transport and binding events","2/349","26/11146",0.0769230769230769,2.4566894423628,1.33691086308609,0.195080760492233,0.602132390610224,0.526260242476198,"348938/5304",2
"R-HSA-157858","Gap junction trafficking and regulation","3/349","49/11146",0.0612244897959184,1.95532425004386,1.20488957911681,0.19760068880297,0.607281427226369,0.530760470831934,"10804/375519/113457",3
"R-HSA-71387","Metabolism of carbohydrates","12/349","290/11146",0.0413793103448276,1.32152949313309,0.997438429322512,0.199248389323305,0.609717174195349,0.532889299658444,"8707/124872/8908/222537/266722/10894/1463/64579/5105/5207/5567/5837",12
"R-HSA-189445","Metabolism of porphyrins","2/349","27/11146",0.0740740740740741,2.36570094449751,1.27733798109102,0.206598110174689,0.622834936418711,0.544354148313098,"1244/212",2
"R-HSA-8963743","Digestion and absorption","2/349","27/11146",0.0740740740740741,2.36570094449751,1.27733798109102,0.206598110174689,0.622834936418711,0.544354148313098,"8513/119548",2
"R-HSA-8982491","Glycogen metabolism","2/349","27/11146",0.0740740740740741,2.36570094449751,1.27733798109102,0.206598110174689,0.622834936418711,0.544354148313098,"8908/5837",2
"R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","6/349","127/11146",0.047244094488189,1.50883288586061,1.0368290101966,0.207708224095426,0.622834936418711,0.544354148313098,"32/10840/5169/23057/80704/160728",6
"R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","4/349","75/11146",0.0533333333333333,1.7033046800382,1.09870705418114,0.207902825901337,0.622834936418711,0.544354148313098,"8354/8359/8366/8364",4
"R-HSA-112043","PLC beta mediated events","3/349","51/11146",0.0588235294117647,1.8786448676892,1.13067036798283,0.213882879356655,0.635410387422064,0.555345020083947,"107/111/5567",3
"R-HSA-171306","Packaging Of Telomere Ends","3/349","51/11146",0.0588235294117647,1.8786448676892,1.13067036798283,0.213882879356655,0.635410387422064,0.555345020083947,"8359/8366/8364",3
"R-HSA-2428928","IRS-related events triggered by IGF1R","3/349","52/11146",0.0576923076923077,1.8425170817721,1.0948068475308,0.222129547972844,0.654456064895197,0.571990832535553,"8471/152831/5140",3
"R-HSA-75153","Apoptotic execution phase","3/349","52/11146",0.0576923076923077,1.8425170817721,1.0948068475308,0.222129547972844,0.654456064895197,0.571990832535553,"1828/3007/3008",3
"R-HSA-9645723","Diseases of programmed cell death","5/349","104/11146",0.0480769230769231,1.53543090147675,0.986273648254591,0.226669737179193,0.665084455180102,0.581279984449133,"84290/8354/8359/8366/8364",5
"R-HSA-1221632","Meiotic synapsis","4/349","78/11146",0.0512820512820513,1.6377929615752,1.01623382824656,0.227814392261919,0.665703531486672,0.5818210535766,"8359/8366/8364/93426",4
"R-HSA-9619483","Activation of AMPK downstream of NMDARs","2/349","29/11146",0.0689655172413793,2.20254915522182,1.16576022366466,0.229826364341937,0.66789723756883,0.583738340061634,"53632/113457",2
"R-HSA-2428924","IGF1R signaling cascade","3/349","53/11146",0.0566037735849057,1.80775260853111,1.05972455294238,0.230438598095277,0.66789723756883,0.583738340061634,"8471/152831/5140",3
"R-HSA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)","3/349","54/11146",0.0555555555555556,1.77427570837313,1.02538930383346,0.238804163675914,0.689341573687963,0.602480566359008,"8471/152831/5140",3
"R-HSA-418360","Platelet calcium homeostasis","2/349","30/11146",0.0666666666666667,2.12913085004776,1.1133503009262,0.241506967548452,0.6943325317018,0.606842634926501,"491/22953",2
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","3/349","55/11146",0.0545454545454545,1.74201615003907,0.99176904529255,0.247220492591755,0.702263789712835,0.613774508762085,"8359/8366/8364",3
"R-HSA-110331","Cleavage of the damaged purine","3/349","55/11146",0.0545454545454545,1.74201615003907,0.99176904529255,0.247220492591755,0.702263789712835,0.613774508762085,"8359/8366/8364",3
"R-HSA-73927","Depurination","3/349","55/11146",0.0545454545454545,1.74201615003907,0.99176904529255,0.247220492591755,0.702263789712835,0.613774508762085,"8359/8366/8364",3
"R-HSA-196807","Nicotinate metabolism","2/349","31/11146",0.0645161290322581,2.06044920972363,1.06296064467662,0.253213152103579,0.713600701382815,0.623682904286744,"23057/160728",2
"R-HSA-917977","Transferrin endocytosis and recycling","2/349","31/11146",0.0645161290322581,2.06044920972363,1.06296064467662,0.253213152103579,0.713600701382815,0.623682904286744,"79689/7018",2
"R-HSA-5578775","Ion homeostasis","3/349","56/11146",0.0535714285714286,1.71090871878837,0.958833678988157,0.255681951195858,0.717721382687585,0.627284356021334,"477/491/10345",3
"R-HSA-936837","Ion transport by P-type ATPases","3/349","57/11146",0.0526315789473684,1.68089277635349,0.926554910480283,0.264183028291638,0.727764169991087,0.636061694300913,"479/477/491",3
"R-HSA-451326","Activation of kainate receptors upon glutamate binding","2/349","32/11146",0.0625,1.99606017191977,1.01444047107481,0.264931904702104,0.727764169991087,0.636061694300913,"94235/83988",2
"R-HSA-168799","Neurotoxicity of clostridium toxins","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"6616",1
"R-HSA-1855167","Synthesis of pyrophosphates in the cytosol","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"117283",1
"R-HSA-190377","FGFR2b ligand binding and activation","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"83888",1
"R-HSA-399997","Acetylcholine regulates insulin secretion","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"1131",1
"R-HSA-419812","Calcitonin-like ligand receptors","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"10268",1
"R-HSA-425381","Bicarbonate transporters","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"8671",1
"R-HSA-428542","Regulation of commissural axon pathfinding by SLIT and ROBO","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"6585",1
"R-HSA-70635","Urea cycle","1/349","10/11146",0.1,3.19369627507163,1.24770836254891,0.272582210767261,0.727764169991087,0.636061694300913,"83884",1
"R-HSA-1592389","Activation of Matrix Metalloproteinases","2/349","33/11146",0.0606060606060606,1.93557350004341,0.967654730288139,0.276650997434043,0.727764169991087,0.636061694300913,"3817/4312",2
"R-HSA-192105","Synthesis of bile acids and bile salts","2/349","33/11146",0.0606060606060606,1.93557350004341,0.967654730288139,0.276650997434043,0.727764169991087,0.636061694300913,"1645/6718",2
"R-HSA-352230","Amino acid transport across the plasma membrane","2/349","33/11146",0.0606060606060606,1.93557350004341,0.967654730288139,0.276650997434043,0.727764169991087,0.636061694300913,"55117/56301",2
"R-HSA-392518","Signal amplification","2/349","33/11146",0.0606060606060606,1.93557350004341,0.967654730288139,0.276650997434043,0.727764169991087,0.636061694300913,"346562/94235",2
"R-HSA-3000171","Non-integrin membrane-ECM interactions","3/349","59/11146",0.0508474576271186,1.62391336020592,0.863862191591682,0.281282625526685,0.727764169991087,0.636061694300913,"1302/9378/7448",3
"R-HSA-6794362","Protein-protein interactions at synapses","4/349","86/11146",0.0465116279069767,1.48544012794029,0.812472246885947,0.282921919183796,0.727764169991087,0.636061694300913,"2890/347731/9378/8499",4
